jj,file,sentence,decision,rationale,binary_decision,jj_category,privacy
rigorous,9277677,Mentored research experiences are complemented by appropriate formal education and a well - defined Core Program to advance rigorous scientific training and career progression .,HYPE,['gratuitous'],1,rigour,No
innovative,9598688,"The K award will support an innovative and clinically relevant program of patient- oriented research , while helping Dr. B acquire critical skills that will ensure her development into an independent clinical researcher poised to impact the field of cannabis and other substance use disorder treatment .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,novelty,Yes
detailed,9998635,"Detailed clinical evaluations reveal great variation in treatment approaches of referred patients , especially amongst adults , with only 30 % of patients in acceptable disease control based on adrenal hormones .",HYPE,['gratuitous'],1,rigour,No
powerful,10001913,The design and synthesis of entire genomes provide a powerful strategy for understanding biology and developing medical applications .,HYPE,['gratuitous'],1,rigour,No
powerful,9069492,Our results will provide a powerful technology to speed and refine the connections between pharmacology and genetics .,HYPE,['gratuitous'],1,rigour,No
unique,9863837,"People with disabilities are likely to have both similar and unique issues of ( dis ) trust of PMR as other marginalized groups , especially those from racial / ethnic minorities .",NOT HYPE,[],0,novelty,No
strong,10003766,"Analysis of actin dynamics by fluorescent speckle microscopy revealed processive actin assembly at the leading edge of the protruding phagocytic cup with very little retrograde flow relative to the particle , suggesting strong coupling between polymerizing actin and complement - engagedintegrins .",NOT HYPE,[],0,rigour,No
novel,10044652,"The twin objectives of the Center will be to 1 ) explore in greater depth and detail than previously possible the complex relationship among cellular and organismal energetics and their relationship to whole organisms ' energetics , health , and aging , and 2 ) provide quantitative , state - of - the - art technologies and novel methodologies in the assessment and analysis of bioenergetics to the geroscience community at large .",HYPE,"['gratuitous', 'coordinated', 'broader context']",1,novelty,No
strong,9982662,The Clinical Core provides both services and expertise and has a strong training component for cystic fibrosis ( CF ) research .,HYPE,['gratuitous'],1,rigour,No
cohesive,9855316,"While the consortium has served this overarching mission for decades , the recent formalization of the Community Outreach and Engagement ( COE ) component will catalyze the consortium to identify and address the needs of our catchment area in a more comprehensive , cohesive , nimble and timely way as we work in concert with the consortium ?s Research Programs to accomplish three aims .",HYPE,"['gratuitous', 'coordinated']",1,rigour,Yes
unparalleled,9016500,"While PCPs have an unparalleled opportunity to discover melanoma by visual inspection of their at-risk patients , such as men aged 60 and over , they may not do so due to inadequate training , low confidence in their skills , and infrequent clinical experience with melanoma .",HYPE,['hyperbolic'],1,novelty,No
creative,9603846,"Situated at the cutting edge of research on systems - level thinking and arts-integrated STEMM learning , HEAL will develop a comprehensive educational program and cohort of well - prepared community educators to foster creative , visual learning about complex zoonotic diseases systems , such as West Nile Virus and enteric bacteria , and the impact of these diseases on rural - agricultural communities .",HYPE,"['gratuitous', 'broader context']",1,novelty,No
scientific,9550236,"Since starting at the institute in January 2017 , my research findings have been presented at several sleep - related and epidemiological scientific conferences , including the Joint Meeting of A and the B Research Society as well as the Society for C Research .",NOT HYPE,[],0,rigour,Yes
careful,9733706,"Project Summary / Abstract Approaches to complete the human genome will benefit from careful , benchmarked advances that demonstrate the capability to fully assemble and phase diploid chromosomes .",HYPE,['gratuitous'],1,rigour,No
scientific,9622218,"To improve the effectiveness of QC efforts specific to multi-center neuroimaging studies , we will develop a widely accessible and broadly compatible software platform that supports simplified creation of custom QC workflows in compliance with study requirements , provides core functionality for performing QC of medical images , and automatically generates documentation compliant with the FAIR principle , i.e. , making scientific findings findable , accessible , interoperable , and reusable .",HYPE,['broader context'],1,rigour,No
advanced,9210621,"The following will be collected on participants with diabetes mellitus and peripheral neuropathy and monitored over three years to understand the causes and progression of MTPJ deformity : 1 ) Skin intrinsic florescence to measure advanced glycation end product accumulation which increases collagen cross-linking and is associated with peripheral neuropathy , limited joint mobility , and muscle deterioration .",NOT HYPE,[],0,rigour,No
scientific,9339956,"With built - in navigation / search toolsets and automated updates , S enables the scientific community to minimize the redundancy of manual manipulation .",NOT HYPE,[],0,rigour,Yes
groundbreaking,9655255,He has made ground breaking discoveries in the field of urological cancers and has also provided significant resources to the scientific community and the VA system .,HYPE,['hyperbolic'],1,novelty,No
strong,9123449,"The program builds upon long -standing collaborations between the OB / GYN Department and prominent Centers , Institutes , and Departments , including the A Research Center , and B Research Institutes , to provide a strong foundation for multidisciplinary training , mentorship , and research .",HYPE,['gratuitous'],1,rigour,Yes
emerging,9204237,The emerging neutrophil population has higher capacity to undergo NETosis following activation by bacterial products leaking across the damaged intestinal barrier .,NOT HYPE,[],0,novelty,No
unprecedented,10119123,"These data will offer unprecedented insights to the molecular nature of the tissue - specific morphologies and functions of the blood vessel endothelium , which are critical to the development and functions of the associated tissues .",HYPE,"['hyperbolic', 'broader context']",1,novelty,No
innovative,9678888,The author has done preliminary work with affected women and their practitioners to design an innovative collapsible pessary that will enable autonomous use and address many unmet needs of current pessaries on the market .,HYPE,['gratuitous'],1,novelty,Yes
